State,DODAAC,Station Name (LEA),Station Active Flag,Station Type,Book Type,Property Status,Property Number,Requisition Number,NSN,Item Name,Quantity,Serial Number,Serial Number Required Flag,Image Count,Requisition Date,Ship Date,Last Inventory Date,DEMIL Code,DEMIL IC,DTID,UI,Unit Cost,Total Cost
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00005,2YTHPW-4255-6747,5820-01-549-6407,"RECEIVER-TRANSMITTER,RADIO",10,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,D,,FU632440910005,Each,"$3,760.17 ","$37,601.70 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00006,2YTHPW-4255-6748,5820-01-549-6407,"RECEIVER-TRANSMITTER,RADIO",10,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,D,,FU632440910004,Each,"$3,760.17 ","$37,601.70 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00059,2YTHPW-4255-6753,7810-DS-ATH-SPOR,ATHLETIC AND SPORTING EQUIPMENT,1,NULL,N,0,26-Sep-14,25-Sep-14,26-Sep-14,A,,W81J6341140004,Each,"$2,475.00 ","$2,475.00 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00002,2YTHPW-4256-6991,5820-01-512-5432,"RECEIVER-TRANSMITTER,RADIO",1,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,D,7,SX12934255X003,Each,"$9,125.05 ","$9,125.05 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00007,2YTHPW-4256-6994,5820-01-549-6407,"RECEIVER-TRANSMITTER,RADIO",5,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,D,,FU632440910002,Each,"$3,760.17 ","$18,800.85 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00008,2YTHPW-4256-6995,5820-01-549-6407,"RECEIVER-TRANSMITTER,RADIO",5,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,D,,FU632440910004,Each,"$3,760.17 ","$18,800.85 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00009,2YTHPW-4256-6997,5820-01-549-6407,"RECEIVER-TRANSMITTER,RADIO",5,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,D,,SX12934255D004,Each,"$3,760.17 ","$18,800.85 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00010,2YTHPW-4256-6998,5820-01-549-6407,"RECEIVER-TRANSMITTER,RADIO",5,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,D,,SX12934255D003,Each,"$3,760.17 ","$18,800.85 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00004,2YTHPW-4259-0224,5820-01-600-9530,"RECEIVER-TRANSMITTER,RADIO",29,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,D,1,FU620141200000,Each,"$2,070.00 ","$60,030.00 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00003,2YTHPW-4259-0227,5820-01-600-9530,"RECEIVER-TRANSMITTER,RADIO",34,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,D,1,FU620141330000,Each,"$2,070.00 ","$70,380.00 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14273NJ00012,2YTHPW-4259-0246,7210-00-139-5779,"BLANKET,BED",75,NULL,N,0,30-Sep-14,18-Sep-14,30-Sep-14,A,,W25MWY4259Z882,Each,$10.95 ,$821.25 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14283NJ00008,2YTHPW-4259-0255,6230-01-474-2959,No Item Name Available,110,NULL,N,0,10-Oct-14,8-Oct-14,10-Oct-14,A,,FB250533230001,Pair,$29.04 ,"$3,194.40 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00044,2YTHPW-4260-1554,5180-01-502-6526,"TOOL KIT,GENERAL MECHANIC'S",5,NULL,N,0,26-Sep-14,23-Sep-14,26-Sep-14,A,1,W56HZW4255300WL,Each,$289.00 ,"$1,445.00 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00013,2YTHPW-4261-3419,2310-DS-VAN-0000,VAN,1,1D8GP24R45B165545,N,4,29-Sep-14,25-Sep-14,29-Sep-14,A,,N4960642530011,Each,"$7,000.00 ","$7,000.00 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00015,2YTHPW-4261-3436,5110-00-293-2336,"AX,SINGLE BIT",1,NULL,N,0,29-Sep-14,23-Sep-14,29-Sep-14,A,1,SW32274260K022,Each,$39.72 ,$39.72 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00014,2YTHPW-4261-3436,5110-00-293-2336,"AX,SINGLE BIT",1,NULL,N,0,29-Sep-14,23-Sep-14,29-Sep-14,A,1,SW32274260K022,Each,$39.72 ,$39.72 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00041,2YTHPW-4261-3437,5120-00-293-0887,"HAMMER,HAND",2,NULL,N,0,30-Sep-14,23-Sep-14,30-Sep-14,A,1,SW32274260K025,Each,$39.46 ,$78.92 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14269NJ00049,2YTHPW-4261-3438,5120-00-293-0665,"BAR,WRECKING",2,NULL,N,0,29-Sep-14,20-Sep-14,29-Sep-14,A,1,SW32274260K026,Each,$21.25 ,$42.50 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14271NJ00009,2YTHPW-4262-3701,6650-01-387-1740,BINOCULAR,10,NULL,N,0,29-Sep-14,22-Sep-14,29-Sep-14,A,,SL470142160RQR,Each,$191.97 ,"$1,919.70 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14271NJ00007,2YTHPW-4262-3703,6650-01-447-7916,BINOCULAR,10,NULL,N,0,29-Sep-14,23-Sep-14,29-Sep-14,A,1,SL470142401EXS,Each,$144.07 ,"$1,440.70 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14271NJ00008,2YTHPW-4262-3703,6650-01-447-7916,BINOCULAR,10,NULL,N,0,29-Sep-14,23-Sep-14,29-Sep-14,A,1,SL470142401EXS,Each,$144.07 ,"$1,440.70 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14271NJ00004,2YTHPW-4262-3704,6650-01-392-8086,BINOCULAR,2,NULL,N,0,29-Sep-14,22-Sep-14,29-Sep-14,A,1,SL470142160WMK,Each,$37.34 ,$74.68 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14271NJ00005,2YTHPW-4262-3704,6650-01-392-8086,BINOCULAR,4,NULL,N,0,29-Sep-14,22-Sep-14,29-Sep-14,A,1,SL470142160WMK,Each,$37.34 ,$149.36 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14271NJ00006,2YTHPW-4262-3704,6650-01-392-8086,BINOCULAR,4,NULL,N,0,29-Sep-14,22-Sep-14,29-Sep-14,A,1,SL470142160WMK,Each,$37.34 ,$149.36 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14272NJ00016,2YTHPW-4262-3765,6150-01-571-0323,"JUMPER CABLE,BATTERY",4,NULL,N,0,29-Sep-14,22-Sep-14,29-Sep-14,A,1,SL470142400NDM,Each,$131.21 ,$524.84 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14271NJ00002,2YTHPW-4262-5261,4110-DS-REF-RIG0,REFRIGERATOR,1,NULL,N,0,29-Sep-14,25-Sep-14,29-Sep-14,A,,null,Each,$150.00 ,$150.00 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00061,2YTHPW-4263-5400,8465-01-467-4984,"BAG,MEDICAL",5,NULL,N,0,26-Sep-14,23-Sep-14,26-Sep-14,A,,W25MWY4230Z103,Each,$468.74 ,"$2,343.70 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14281NJ00007,2YTHPW-4263-5401,5840-01-517-2918,"GENERATOR,HAND HELD",4,NULL,N,0,8-Oct-14,2-Oct-14,8-Oct-14,A,,SL470142400EKP,Each,$886.65 ,"$3,546.60 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14268NJ00060,2YTHPW-4263-5416,6510-00-913-7906,"BANDAGE,GAUZE",5,NULL,N,0,26-Sep-14,23-Sep-14,26-Sep-14,A,,SL470142040CLQ,Box,$14.07 ,$70.35 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14273NJ00021,2YTHPW-4264-5564,6665-01-506-6219,"DETECTING SET,MINE",1,2319,N,0,30-Sep-14,23-Sep-14,30-Sep-14,D,1,FD20204262Y005,Each,"$5,657.00 ","$5,657.00 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00010,2YTHPW-4265-6639,8465-01-506-9268,"CARRIER,PISTOL HOLSTER",6,NULL,N,0,17-Oct-14,14-Oct-14,17-Oct-14,A,,HHP44041780093,Each,$0.00 ,$0.00 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14283NJ00009,2YTHPW-4266-8062,6350-01-572-0686,"ALARM,AUDIBLE-VISUAL",3,NULL,N,0,10-Oct-14,3-Oct-14,10-Oct-14,A,,W91EKJ30423245,Each,$164.96 ,$494.88 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14273NJ00022,2YTHPW-4267-9290,6220-01-079-1673,HEADLIGHT,10,NULL,N,0,30-Sep-14,26-Sep-14,30-Sep-14,A,,SL470142400XKY,Each,$82.92 ,$829.20 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14274NJ00022,2YTHPW-4269-0940,6510-00-159-4883,"DRESSING,FIRST AID,FIELD",100,NULL,N,0,1-Oct-14,30-Sep-14,1-Oct-14,A,,W25MWY4176Z157,Each,$3.59 ,$359.00 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14300NJ00006,2YTHPW-4274-7755,2320-01-577-9053,"TRUCK,CARGO",1,1HTSCABN1XH648427,N,4,27-Oct-14,14-Oct-14,27-Oct-14,Q,,M203644177TR05,Each,$100.00 ,$100.00 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00012,2YTHPW-4275-8237,6650-01-447-7916,BINOCULAR,6,NULL,N,0,17-Oct-14,3-Oct-14,17-Oct-14,A,,SL470142401EXW,Each,$144.07 ,$864.42 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00013,2YTHPW-4276-8876,4310-01-447-1047,"COMPRESSOR UNIT,CENTRIFUGAL",1,NULL,N,0,17-Oct-14,6-Oct-14,17-Oct-14,A,,SL470142401EEX,Each,"$4,045.78 ","$4,045.78 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00014,2YTHPW-4276-8897,4250-01-380-9047,ANTIFREEZE RECYCLER KIT,1,NULL,N,0,17-Oct-14,7-Oct-14,17-Oct-14,A,,SL470142401MUC,Each,"$9,738.89 ","$9,738.89 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00016,2YTHPW-4277-9236,6220-01-555-4970,HEADLIGHT,4,NULL,N,0,17-Oct-14,8-Oct-14,17-Oct-14,A,,SL470142670VWC,Each,$200.10 ,$800.40 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00015,2YTHPW-4280-0140,2990-01-570-3716,"SERVICE KIT,ANNUAL",4,NULL,N,0,17-Oct-14,8-Oct-14,17-Oct-14,A,,SL470142670RPG,Kit,$335.39 ,"$1,341.56 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00021,2YTHPW-4280-0762,7110-DS-SAF-E000,SAFE,1,NULL,N,0,17-Oct-14,14-Oct-14,17-Oct-14,A,,N39565-4272-7200,Each,"$2,500.00 ","$2,500.00 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14300NJ00001,2YTHPW-4281-0940,4940-00-261-8413,"SPRAY GUN,PAINT",1,NULL,N,0,27-Oct-14,22-Oct-14,27-Oct-14,A,,W813KH42316002,Each,$305.21 ,$305.21 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00020,2YTHPW-4281-1521,6515-01-521-7976,"TOURNIQUET,NONPNEUMATIC",1,NULL,N,0,17-Oct-14,14-Oct-14,17-Oct-14,A,,N0001541341117,Each,$43.14 ,$43.14 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14300NJ00002,2YTHPW-4282-2300,8415-00-376-1710,"PARKA,EXTREME COLD WEATHER",10,NULL,N,0,27-Oct-14,22-Oct-14,27-Oct-14,A,,FB448441540010,Each,$102.03 ,"$1,020.30 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14290NJ00022,2YTHPW-4283-2565,6220-01-544-5896,"LIGHT,PARKING",8,NULL,N,0,17-Oct-14,14-Oct-14,17-Oct-14,A,,SL470142820DNQ,Each,$114.77 ,$918.16 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTHPW-4290-5758,6350-01-237-4879,"SIREN,ELECTRONIC",4,,N,0,3-Nov-14,3-Nov-14,,A,1,null,Each,$291.22 ,"$1,164.88 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTHPW-4301-1361,6150-01-022-6004,"CABLE  ASSEMBLY,POWER,ELECTRICAL",2,,N,0,29-Oct-14,29-Oct-14,,A,1,null,Each,$326.54 ,$653.08 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTHPW-4301-1450,6150-01-022-6004,"CABLE  ASSEMBLY,POWER,ELECTRICAL",2,,N,0,29-Oct-14,29-Oct-14,,A,1,null,Each,$326.54 ,$653.08 
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTHPW-4302-1920,5855-01-540-3355,"VIEWER KIT,NIGHT VISION",2,,N,0,3-Nov-14,3-Nov-14,,D,1,null,Each,"$2,614.80 ","$5,229.60 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTHPW-4302-1921,5855-01-502-6414,"ILLUMINATOR,INFRARED",2,,N,0,3-Nov-14,3-Nov-14,,D,7,null,Each,"$7,294.47 ","$14,588.94 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTHPW-4302-1922,5855-01-501-9529,"VIEWER,NIGHT VISION",2,,N,0,4-Nov-14,4-Nov-14,,C,1,null,Each,"$10,427.10 ","$20,854.20 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTHPW-4302-2501,6650-01-533-6594,"LENS,OPTICAL  INSTRUMENT,MOUNTED",2,,N,0,3-Nov-14,3-Nov-14,,B,3,null,Each,"$2,791.91 ","$5,583.82 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTHPW-4302-2502,6650-01-533-6594,"LENS,OPTICAL  INSTRUMENT,MOUNTED",2,,N,0,5-Nov-14,5-Nov-14,,B,3,null,Each,"$2,791.91 ","$5,583.82 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,PENDING RECEIP,PENDING RECEIPT,,2YTHPW-4302-2503,6650-01-533-6290,"LENS,OPTICAL  INSTRUMENT,MOUNTED",2,,N,0,3-Nov-14,3-Nov-14,,B,3,null,Each,$964.58 ,"$1,929.16 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14031NJ00009,H9DEB1-2137-2875,2320-01-146-7193,"TRUCK,UTILITY",1,72343,Y,6,15-Feb-14,17-May-12,2-Oct-14,C,1,W14UL3-1208-0002,Each,"$41,447.00 ","$41,447.00 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,14031NJ00010,H9DEB1-2137-2876,2320-01-107-7155,"TRUCK,UTILITY",1,3644,Y,3,15-Feb-14,17-May-12,2-Oct-14,Q,3,W14UL3-1211-0011,Each,"$41,061.00 ","$41,061.00 "
NJ,2YTHPW,MIDDLETOWN TOWNSHIP POLICE DEPT,Y,State,TRACKED,ASSIGNED,13309NJ021,H9DEB1-2137-2877,2320-01-107-7155,"TRUCK,UTILITY",1,8809,Y,6,6-Nov-13,17-May-12,2-Oct-14,Q,3,W14UL3-1211-0012,Each,"$41,061.00 ","$41,061.00 "
NJ,2YTHSF,MILLTOWN POLICE DEPT,Y,State,TRACKED,ASSIGNED,14106NJ00131,W52H09-3232-B489,1005-00-073-9421,M16 ASSAULT RIFLE,1,1774612,Y,1,17-Apr-14,19-May-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSF,MILLTOWN POLICE DEPT,Y,State,TRACKED,ASSIGNED,14106NJ00130,W52H09-3232-B489,1005-00-073-9421,M16 ASSAULT RIFLE,1,1804113,Y,1,17-Apr-14,19-May-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSF,MILLTOWN POLICE DEPT,Y,State,TRACKED,ASSIGNED,14106NJ00132,W52H09-3232-B489,1005-00-073-9421,M16 ASSAULT RIFLE,1,1835192,Y,1,17-Apr-14,19-May-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSF,MILLTOWN POLICE DEPT,Y,State,TRACKED,ASSIGNED,14106NJ00115,W52H09-3357-B499,1005-00-589-1271,M14 ASSAULT RIFLE,1,121507,Y,1,17-Apr-14,17-Jan-08,28-Oct-14,D,1,000000-0000-00000,Each,$138.00 ,$138.00 
NJ,2YTHSF,MILLTOWN POLICE DEPT,Y,State,TRACKED,ASSIGNED,14106NJ00134,W52H09-3357-B499,1005-00-589-1271,M14 ASSAULT RIFLE,1,1347236,Y,1,17-Apr-14,17-Jan-08,28-Oct-14,D,1,000000-0000-00000,Each,$138.00 ,$138.00 
NJ,2YTHSF,MILLTOWN POLICE DEPT,Y,State,TRACKED,ASSIGNED,14106NJ00109,W52H09-3357-B499,1005-00-589-1271,M14 ASSAULT RIFLE,1,1461494,Y,1,17-Apr-14,17-Jan-08,28-Oct-14,D,1,000000-0000-00000,Each,$138.00 ,$138.00 
NJ,2YTHSF,MILLTOWN POLICE DEPT,Y,State,TRACKED,ASSIGNED,14106NJ00124,W52H09-3357-B499,1005-00-589-1271,M14 ASSAULT RIFLE,1,203604,Y,1,17-Apr-14,17-Jan-08,28-Oct-14,D,1,000000-0000-00000,Each,$138.00 ,$138.00 
NJ,2YTHSF,MILLTOWN POLICE DEPT,Y,State,TRACKED,ASSIGNED,14106NJ00119,W52H09-3357-B499,1005-00-589-1271,M14 ASSAULT RIFLE,1,4434,Y,1,17-Apr-14,17-Jan-08,28-Oct-14,D,1,000000-0000-00000,Each,$138.00 ,$138.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00100,W52H09-7094-B492,1005-00-073-9421,M16 ASSAULT RIFLE,1,34842,Y,1,22-Apr-14,30-Sep-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00099,W52H09-7094-B492,1005-00-073-9421,M16 ASSAULT RIFLE,1,4146226,Y,1,22-Apr-14,30-Sep-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00104,W52H09-7094-B492,1005-00-073-9421,M16 ASSAULT RIFLE,1,4148061,Y,1,22-Apr-14,30-Sep-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00098,W52H09-7094-B492,1005-00-073-9421,M16 ASSAULT RIFLE,1,5188555,Y,1,22-Apr-14,30-Sep-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00095,W52H09-7094-B492,1005-00-073-9421,M16 ASSAULT RIFLE,1,5348376,Y,1,22-Apr-14,30-Sep-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00105,W52H09-7094-B492,1005-00-073-9421,M16 ASSAULT RIFLE,1,5427114,Y,1,22-Apr-14,30-Sep-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00110,W52H09-8240-B477,1005-00-589-1271,M14 ASSAULT RIFLE,1,270034,Y,1,22-Apr-14,2-Oct-08,16-Oct-14,D,1,000000-0000-00000,Each,$138.00 ,$138.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00101,W52H09-8240-B477,1005-00-589-1271,M14 ASSAULT RIFLE,1,542609,Y,1,22-Apr-14,2-Oct-08,16-Oct-14,D,1,000000-0000-00000,Each,$138.00 ,$138.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00102,W52H09-8240-B478,1005-00-073-9421,M16 ASSAULT RIFLE,1,4792173,Y,1,22-Apr-14,2-Oct-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00109,W52H09-8240-B478,1005-00-073-9421,M16 ASSAULT RIFLE,1,4821119,Y,1,22-Apr-14,2-Oct-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00107,W52H09-8240-B478,1005-00-073-9421,M16 ASSAULT RIFLE,1,4827470,Y,1,22-Apr-14,2-Oct-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00111,W52H09-8240-B478,1005-00-073-9421,M16 ASSAULT RIFLE,1,4827520,Y,1,22-Apr-14,2-Oct-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00097,W52H09-8240-B478,1005-00-073-9421,M16 ASSAULT RIFLE,1,4830467,Y,1,22-Apr-14,2-Oct-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHSG,MILLVILLE POLICE DEPT,Y,State,TRACKED,ASSIGNED,14111NJ00096,W52H09-8240-B478,1005-00-073-9421,M16 ASSAULT RIFLE,1,4841017,Y,1,22-Apr-14,2-Oct-08,16-Oct-14,D,1,000000-0000-00000,Each,$499.00 ,$499.00 
NJ,2YTHWK,MONMOUTH BEACH POLICE DEPT,Y,State,TRACKED,ASSIGNED,14112NJ00073,H9DEB1-1338-0110,2320-01-128-9551,"TRUCK,UTILITY",1,16738,Y,3,24-Apr-14,12-Dec-11,29-Oct-14,C,1,W81KBL-1195-0001A,Each,"$50,458.00 ","$50,458.00 "
NJ,2YTHWK,MONMOUTH BEACH POLICE DEPT,Y,State,TRACKED,ASSIGNED,14112NJ00068,W52H09-0125-B490,1005-00-589-1271,M14 ASSAULT RIFLE,1,175837,Y,1,22-Apr-14,8-Oct-08,30-Oct-14,D,1,000000-0000-00000,Each,$138.00 ,$138.00 
NJ,2YTHWK,MONMOUTH BEACH POLICE DEPT,Y,State,TRACKED,ASSIGNED,14112NJ00069,W52H09-0125-B490,1005-00-589-1271,M14 ASSAULT RIFLE,1,862888A,Y,1,22-Apr-14,8-Oct-08,30-Oct-14,D,1,000000-0000-00000,Each,$138.00 ,$138.00 
NJ,2YTHWM,MONMOUTH COUNTY SHERIFF DEPT,Y,State,TRACKED,ASSIGNED,14062NJ00018,2YTHWM-3273-6949,6115-01-134-0165,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,NULL,N,0,8-Mar-14,25-Oct-13,8-Mar-14,A,1,W90CGJ31`969025,Each,"$44,776.00 ","$44,776.00 "
NJ,2YTHWM,MONMOUTH COUNTY SHERIFF DEPT,Y,State,TRACKED,ASSIGNED,14062NJ00017,2YTHWM-3289-2061,6115-00-118-1243,"GENERATOR SET,DIESEL ENGINE",4,NULL,N,0,8-Mar-14,20-Nov-13,8-Mar-14,A,1,W90CGJ32209006,Each,"$16,722.00 ","$66,888.00 "
